time	pagename	username	content	photo	video	link	kdv	kq	cmt	
07/08/25 - 23:18	FP - Beatvn	Nguyễn Thị Ngọc Huyền	Đọc lâu thế @Tuấn Dũng  ơi :))))				Dũng		
07/08/25 - 23:18	FP - Beatvn	Tuấn Dũng	họ dành cho nhau nhưng sự quan tâm				Dũng		
07/08/25 - 23:18	FP - Beatvn	Tuấn Dũng	nốt chị				Dũng		
07/08/25 - 23:18	FP - Beatvn	Nguyễn Thị Ngọc Huyền	Ok				Dũng		
07/08/25 - 23:18	FP - Beatvn	Nguyễn Thị Ngọc Huyền	Rùi e ơi				Dũng		
07/08/25 - 23:18	FP - Beatvn	Tuấn Dũng	👍				Dũng	L	
08/08/25 - 09:14	FP - Beatvn	Tuấn Dũng	CẦU NHẬT TÂN SÁNG SỚM HÔM NAY    Hiện vẫn chưa rõ nguyên nhân tại nạn của người điểu khiển phương tiện  #Beatvn	529329612_30866265409684234_8499864957145262386_n.jpg			Dũng		
08/08/25 - 09:14	FP - Beatvn	Nhat Anh Vu	@Tung Doan @Tuấn Dũng a ơi a check giúp e ạ	527644082_1391155818610673_1956157153468906593_n.jpg			Dũng		
08/08/25 - 09:14	FP - Beatvn	Tung Doan	Cap rõ sự việc hơn chút e ạ				Dũng	L	
08/08/25 - 09:14	FP - Beatvn	Tung Doan	Ít thông tin quá đọc nó ko có gì lưu tâm				Dũng		
08/08/25 - 09:14	FP - Beatvn	Nguyễn Hoàng Long	Muốn nuôi mèo nhưng ngại dọn   kiểu:  Ảnh: Designer Vietnam  #beatvn				Dũng	L	
08/08/25 - 09:14	FP - Beatvn	Nguyễn Việt Long		"485816619_1191398655993577_768574210426503851_n.png 486526369_1687138715243947_758612308253126985_n.png 526480775_787860520335922_4357156724753642710_n.png 485677249_3680476248910936_5857003609888435973_n.png 525416436_1808976529832317_2446734393072818265_n.png"			Dũng	L	
08/08/25 - 09:14	FP - Beatvn	Nhat Anh Vu	CẦU NHẬT TÂN SÁNG SỚM HÔM NAY    Được biết, vào khoảng 4h30' khi 3 phương tiện đang lưu thông hướng đi sân bay thì xe máy va chạm với xe tải rồi ngã ra đường, đúng lúc này chiếc xe con đi tới cũng va vào, khiến người điều khiển xe máy đăng nhập sever khác ngay tại chỗ.   #Beatvn				Dũng	L	
08/08/25 - 09:14	FP - Beatvn	Nhat Anh Vu	ảnh che oke rui dko a				Dũng	L	
08/08/25 - 09:49	FP - Beatvn	Nguyễn Thị Ngọc Huyền	SÍT RỊT ĐẦU TIÊN    Khối đội ngũ Quân đội nhân dân Việt Nam tham gia lễ duyệt binh kỷ niệm 80 năm Ngày Chiến thắng Chiến tranh Vệ quốc vĩ đại tại Liên bang Nga sẽ có mặt tại "Concert quốc gia" Tổ quốc trong tim tại svđ Mỹ Đình    - Cảm ơn anh Vũ Minh Hiển gửi về beat -   #beatvn #tiepluatuhao #BaoNhanDan #ToQuocTrongTim		527890590_24288278137520273_1189552987319521623_n.mp4		Dũng	L	
08/08/25 - 09:49	FP - Beatvn	Nguyễn Thị Ngọc Huyền	@Tuấn Dũng @Tung Doan				Dũng		
08/08/25 - 10:42	FP - Beatvn	Nguyễn Hoàng Long	Một bạn xin ảnh hỏng xe để lấy cớ đi làm muộn và nhận được sự giúp đỡ tận tình của cộng đồng mạng    Nguồn: BIẾT THẾ Đ*O ĐI LÀM  #beatvn				Dũng	L	
08/08/25 - 10:42	FP - Beatvn	Nguyễn Việt Long		"527658988_736893625719235_923443484791343039_n.jpg 526562883_776043225112772_483912207790914792_n.jpg 527324969_729144153351583_5778331415823259254_n.jpg 527533014_724537397237345_5254012605149323375_n.jpg 527760094_1443841536931610_2109524058051693623_n.jpg 527574570_718946614311857_7902702952040006206_n.jpg 527888150_1145638560932801_4072059440859405546_n.jpg 526992651_2214319145746301_8997678983084294458_n.jpg"			Dũng	L	
08/08/25 - 10:42	FP - Beatvn	Nguyễn Việt Long	Ném bát cơm vào mặt hàng xóm vì bị chê hát dở, người đàn ông bị tuyên 5 năm tù và  phải bồi thường 350 triệu đồng   Theo VnExpress	526492373_1141854407783221_2924506844422223528_n.png			Dũng	L	
08/08/25 - 10:42	FP - Beatvn	Nguyễn Hoàng Long				https://vnexpress.net/truy-sat-hang-xom-vi-bi-che-hat-do-4924175.html?utm_source=facebook&utm_medium=fanpage_VnE&utm_term=bgr&utm_campaign=phuonguyen	Dũng		
08/08/25 - 10:42	FP - Beatvn	Đoàn Quốc Việt		526840032_1116318503706620_1505869518851906397_n.png			Dũng		
08/08/25 - 10:42	FP - Beatvn	Nguyễn Hoàng Long	Không tâm linh tí nào: F88 lên sàn ngày 8/8 và giá cũng tím ngắt 888.8k	526443068_636183239512823_6309963625039430753_n.png			Dũng	L	
08/08/25 - 10:42	FP - Beatvn	Nguyễn Hoàng Long	[Message Retracted]	525730679_2530462317310360_7555222159334291773_n.png			Dũng		
08/08/25 - 10:42	FP - Beatvn	Tuấn Dũng	này có phải hỏi gì ko a @Tung Doan				Dũng		
08/08/25 - 10:42	FP - Beatvn	Tuấn Dũng	=))				Dũng		
08/08/25 - 10:42	FP - Beatvn	Tuấn Dũng	và  phải --> có 2 dấu cách a				Dũng		
08/08/25 - 10:42	FP - Beatvn	Tung Doan	Bên đó ping mà				Dũng		
08/08/25 - 10:42	FP - Beatvn	Tuấn Dũng	à =)))				Dũng		
08/08/25 - 10:42	FP - Beatvn	Nguyễn Hoàng Long	luôn không anh				Dũng	L	
08/08/25 - 10:42	FP - Beatvn	Tuấn Dũng	e vừa lên bài của L a				Dũng		
08/08/25 - 10:42	FP - Beatvn	Nguyễn Việt Long	@Tuấn Dũng anh ơi lên giúp em bài này lúc 11h15 nhé anh				Dũng		
08/08/25 - 10:42	FP - Beatvn	Nguyễn Hoàng Long	anh xin slot này nhé				Dũng		
08/08/25 - 10:42	FP - Beatvn	Nguyễn Việt Long	dạ ô kê ạ				Dũng		
08/08/25 - 10:42	FP - Beatvn	Tung Doan	Bài mèo 11h40 nhé @Tuấn Dũng  @Nguyễn Việt Long	528064726_2315599445534932_8029708993567518200_n.jpg			Dũng		
08/08/25 - 10:42	FP - Beatvn	Nguyễn Việt Long	thế cho em xin lui bài mèo xuống 11h40 ạ @Tuấn Dũng				Dũng	L	
08/08/25 - 10:42	FP - Beatvn	Lê Thị Thùy Dương	Bài này chắc 300 like hết cơm	"525733530_1510118716814464_5875412366772142533_n.jpg 525581599_1290474065447197_1289624374254513248_n.jpg"			Dũng		
08/08/25 - 10:42	FP - Beatvn	Tung Doan	E thêm cái ảnh chụp topic nó vào bài @Nguyễn Việt Long				Dũng	L	
08/08/25 - 10:42	FP - Beatvn	Lê Thị Thùy Dương	Tất cả chỗ này là của một đứa con gái				Dũng	L	
08/08/25 - 11:36	FP - Beatvn	Nhat Anh Vu	ĐÂY LÀ VĨ !!!!  Một người “nghệ sỹ” với niềm đam mê với du lịch và nhiếp ảnh mãnh liệt đến từ mảnh đất Gia Lai anh hùng  Vào tháng 2/2025, Kỳ Vĩ đến với Đà Nẵng để du lịch, với mong muốn ghi lại những khoảnh khắc “cảnh đắt trời cho” nên Vĩ đã tìm tới anh Thành để thuê công cụ tác nghiệp với combo: 1 máy ảnh Sony A7 mark III + 1 lens Sony 70-200 F2.8 GM + 1 Sony 85 GM F1.4.  Nếu tính giá thị trường thì bộ ba này “sương sương” cũng khoảng 130 triệu đồng. Nhưng anh Thành chỉ yêu cầu Vỹ đặt cọc với giá “yêu thương” chỉ 4,5 triệu cho 2 ngày sử dụng.  Có vẻ đứng trước nhiều vẻ đẹp của tạo hóa, thấy được chân lí của sự toàn thiện, khám phá được khoảnh khắc trong ngần của tâm hồn nên Vĩ đã quyết định “luộc” luôn bộ ba Sony mà không lời từ biệt với anh Thành ra Hà Nội tiếp tục con đường trải nghiệm và góp nhặt những khoảnh khắc đẹp của cuộc sống. Khi đang tìm cảm hứng dở ở đất thủ đô thì hết tiền nên Vĩ đành bán combo Sony để thu về 40 triệu để phiêu du tiếp.  Sau nửa năm phiêu lưu sống trọn với nghề, hôm nay ngày 8/8 công an TP. Đã Nẵng đã "book vé khứ hồi" cho Vĩ trở về Đà Nẵng. Lần này không phải để du lịch, mà để điều tra về hành vi “Lừa đảo chiếm đoạt tài sản”.  Theo: Báo Dân Việt				Dũng	L	
08/08/25 - 11:36	FP - Beatvn	Vu		528830426_24077971525165166_7590104658384064373_n.png			Dũng		
08/08/25 - 11:36	FP - Beatvn	Nhat Anh Vu		519247801_727977336777399_8680760641197942954_n.png			Dũng		
08/08/25 - 11:36	FP - Beatvn	Nhat Anh Vu	Viết cũng dc đó e	527280950_1997684717436005_5856851566480470190_n.jpg			Dũng		
08/08/25 - 11:36	FP - Beatvn	Tung Doan	Nhưng khám dc khoảnh khắc là gì ta				Dũng		
08/08/25 - 11:36	FP - Beatvn	Vu	e viết dựa bài chiếc thuyền ngoài xa =)))				Dũng		
08/08/25 - 11:36	FP - Beatvn	Nhat Anh Vu	để e sửa				Dũng		
08/08/25 - 11:36	FP - Beatvn	Tung Doan	Mấy bài thông tin viết lại với dài dài này e phải gpt nhé				Dũng	L	
08/08/25 - 11:36	FP - Beatvn	Nhat Anh Vu	da vâng ạ				Dũng		
08/08/25 - 11:36	FP - Beatvn	Tung Doan	Làm cái frame				Dũng		
08/08/25 - 11:36	FP - Beatvn	Tung Doan	bảo @Đoàn Việt tư vấn thêm				Dũng		
08/08/25 - 11:36	FP - Beatvn	Đoàn Quốc Việt	title vậy thôi là đc b ạ =)) hình như beat vẽ ra kiểu title này đầu tiên thì phải				Dũng		
08/08/25 - 11:36	FP - Beatvn	Tung Doan	ae thế ae trao đổi vs nhau chủ động hoàn thiện tin nhé				Dũng	L	
08/08/25 - 11:36	FP - Beatvn	Đoàn Quốc Việt	BỨC ẢNH TINH HOA HỘI TỤ, PHỤ NỮ RẤT YÊU    Nếu như bạn chưa biết thì bức ảnh này được chụp vào năm 1993 trên đường Hai Bà Trưng, Hà Nội - 1 con phố được xem như thủ phủ của các loại thiết bị điện tử ngày đó.  Nhìn biển số xe thì có lẽ 2 ông chú này vừa vượt gần 100 cây số từ Hòa Bình lên Hà Nội để quất cho mình 1 chiếc TV màu - thứ có thể đã bình thường với người Thủ Đô nhưng lại là "báu vật" đối với anh em ở các tỉnh nhỏ, vùng ven mà lại còn là Sony 14 inch huyền thoại nữa thì càng giá trị - câu cửa miệng "nét như Sony" cũng khởi nguồn từ chính chiếc TV này và máy Sony ngày ấy thường đắt gấp đôi các hãng khác so cùng kích cỡ.  Theo như 1 số người có kinh nghiệm chia sẻ lại thì tổng tài sản trên người 2 chú rơi vào cỡ chục cây vàng (tính ra hiện nay khoảng hơn tỷ thôi nhưng quy ra đất thì đừng hỏi về giá trị)    Honda Cub 82 ~ 5 cây.   TV Sony Trinitron 14” ~ 1 cây.   Đôi áo da mỗi chiếc cũng ~ 1 cây.  Nhiều người nhẩm tính với số vàng ấy mà 2 chú đầu tư mua đất ở quê thì giờ trong tay không dưới chục tỷ đồng nhưng nghĩ lại ngày đấy các chú đã dám chơi mạnh tay như vậy thì cũng đã thuộc hàng máu mặt trong làng rồi. Phải biết rằng những năm đầu thập niên 90 thì phong cách chi tiêu của dân mình tại các tỉnh còn khá dè sẻn, không chú trọng vào các sản phẩm giải trí, thời trang mà họ sẽ ưu tiên đồ gia dụng thiết yếu như bàn là, quạt điện,... hơn.  Nhìn lại hình ảnh này như cảm nhận được cái không khí của giai đoạn ấy, khi 1 nhà có chiếc TV màu là đến tối cả xóm xếp gạch sang xem, xem xong gia chủ phủ tấm vải voan cho đỡ bụi rồi đóng cánh tủ ly, khóa lại như két sắt bây giờ. Mỗi giai đoạn có cái khổ và cũng có cái sướng riêng, sự thiếu thốn nhưng háo hức cũng là 1 cái thú để người ta nhớ về những năm tháng ấy.  Ảnh: Tiệm ảnh Thanh Hà phục chế #Beatvn				Dũng	L	
08/08/25 - 12:42	FP - Beatvn	Lê Thị Thùy Dương	Lần đầu tiên có một quán cafe mang đi mà nếu ai rẽ vào thì miệng đời sẽ đánh giá luôn cả người đó	527545278_746204437813981_6853149236214526454_n.jpg			Dũng	L	
08/08/25 - 14:01	FP - Beatvn	Nguyễn Thị Ngọc Huyền	Trai Bản Liền, cụ thể là Duy Thuận đẹp zai thật ý    Hôm qua không biết có say sưa không nhưng sáng nay Jun cùng chị Thông, anh Hà, chị Cân, bé Thắng và người dân nơi đây đã trồng những cây xanh đầu tiên trong Chương trình Trồng cây sinh kế tại Bản Liền    Xuyên suốt các chặng của gia đình Haha đến bây giờ, mừng nhất là thấy cuộc sống người dân được cải thiện, phát triển, du lịch địa phương được nhiều người biết đến hơn. Còn chúng tôi thì được chữa lành    #beatvn #GiadinhHaha	"528464828_1832395140734111_5963540157997289574_n.jpg 527339312_1766845457284149_6493724760126400778_n.jpg 527165789_654609940344640_4376214115247207907_n.jpg 527713778_1428999225056658_7411785042283684106_n.jpg"			Dũng	L	
08/08/25 - 14:01	FP - Beatvn	Lê Thị Thùy Dương	Quay trở lại thời những năm 2000: ẻ vào túi bóng	528812117_1761918394711359_4778250699764565269_n.jpg			Dũng	L	
08/08/25 - 14:01	FP - Beatvn	Tuấn Dũng	che tên ST và tòa nhà nhé c =))				Dũng		
08/08/25 - 14:01	FP - Beatvn	Lê Thị Thùy Dương	👍	528263033_1382742016120718_8868374718083275748_n.jpg			Dũng		
08/08/25 - 14:01	FP - Beatvn	Tung Doan	Nay đìu hiu quá ae				Dũng		
08/08/25 - 14:01	FP - Beatvn	Tung Doan	Cần 1 luồng sinh khí				Dũng		
08/08/25 - 14:01	FP - Beatvn	Tuấn Dũng				https://dantri.com.vn/doi-song/nhieu-trang-mang-xa-hoi-thu-loi-nhuan-tu-danh-cap-thong-tin-bao-chi-20250807194955936.htm?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExeFVWZ21kbkZHblo3blJjbQEeoEidGLKM9U9wSVMsu4A24pFKhddNozQZZAwQMy7gBhb0GLC6axPv8wmwfvs_aem_EYYvi60C0k0CVIj7YQrzhQ	Dũng		
08/08/25 - 14:01	FP - Beatvn	Tung Doan	Vnexpress bdau đánh tiếng kìa				Dũng		
08/08/25 - 14:01	FP - Beatvn	Tung Doan	Ae duyệt r cùng lựa thôi				Dũng		
08/08/25 - 14:01	FP - Beatvn	Nhat Anh Vu	vagg ạ	528175596_611330968701487_7779519582951000313_n.jpg			Dũng		
08/08/25 - 14:01	FP - Beatvn	Nhat Anh Vu	TỔ CHỨC Y TẾ THẾ GIỚI (WHO) CẢNH BÁO: DỊCH CHIKUNGUNYA – BỆNH DO MUỖI TRUYỀN GÂY ĐAU KHỚP VÀ SỐT CAO ĐANG LÂY LAN RỘNG TRÊN TOÀN CẦU   Chikungunya là bệnh truyền nhiễm do vi rút cùng tên gây ra, lây truyền sang người qua muỗi bị nhiễm bệnh. Theo Trung tâm kiểm soát và phòng ngừa dịch bệnh Mỹ (CDC), người nhiễm vi rút chikungunya thường có các triệu chứng như sốt, đau khớp, đau đầu, đau cơ, phát ban và sưng khớp.    Phần lớn bệnh nhân hồi phục trong khoảng một tuần và hiện chưa có phương pháp điều trị đặc hiệu. Tuy nhiên, một số người có thể bị đau khớp kéo dài nhiều tháng hoặc thậm chí nhiều năm. Tỷ lệ tử vong ở bệnh này là thấp, nhưng vẫn có nguy cơ cao ở trẻ sơ sinh, người cao tuổi mắc bệnh nền.   Theo Trung tâm Kiểm soát và Phòng ngừa Dịch bệnh châu Âu (ECDC), virus Chikungunya đã khiến 240.000 người nhiễm và 90 người tử vong trên toàn cầu trong năm 2025, ghi nhận tại 16 quốc gia.   Tổ chức Y tế thế giới (WHO) cảnh báo về sự lây lan nhanh chóng của bệnh do vi rút chikungunya có thể sớm ảnh hưởng đến hàng tỉ người. WHO nhận thấy những dấu hiệu cảnh báo tương tự như đợt bùng phát dịch lớn gần nhất cách đây 2 thập niên, vốn ảnh hưởng đến nửa triệu người trên toàn thế giới. Hồi cuối tháng 7, giới chức WHO kêu gọi hành động khẩn cấp để ngăn chặn sự tái diễn của dịch chikungunya.   Theo: Kenh 14				Dũng	L	
08/08/25 - 14:01	FP - Beatvn	Nguyễn Tuấn Thịnh		528775114_3989433371310302_8159777467087717744_n.png			Dũng	L	
08/08/25 - 14:01	FP - Beatvn	Nguyễn Tuấn Thịnh		528454146_1401363051166009_3859665782286296048_n.png			Dũng		
08/08/25 - 14:01	FP - Beatvn	Nhat Anh Vu				https://thanhnien.vn/benh-chikungunya-dang-lay-lan-toan-cau-185250807184002602.htm	Dũng		
08/08/25 - 14:01	FP - Beatvn	Nhat Anh Vu				https://kenh14.vn/trung-quoc-khoi-phuc-bien-phap-thoi-covid-19-de-chong-dich-chikungunya-my-khuyen-cao-du-khach-can-trong-215250806153720095.chn	Dũng		
08/08/25 - 14:01	FP - Beatvn	Tuấn Dũng	sao tận 2 nguồn nhỉ e				Dũng		
08/08/25 - 14:01	FP - Beatvn	Tuấn Dũng	1 nguồn ảnh 1 nguồn tin à				Dũng		
08/08/25 - 14:01	FP - Beatvn	Vu	vang ạ				Dũng		
08/08/25 - 14:01	FP - Beatvn	Nhat Anh Vu	nma chắc ảnh họ cũng lấy nước ngoai nên chắc 1 nguồn là đc a nhờ				Dũng		
08/08/25 - 14:01	FP - Beatvn	Tuấn Dũng	giờ tin e lấy từ nguồn nào để a quét GPT				Dũng		
08/08/25 - 14:01	FP - Beatvn	Nhat Anh Vu	kenh 14 a ạ				Dũng	L	
08/08/25 - 14:47	FP - Beatvn	Nhat Anh Vu	a oi check e bài này voi @Tuấn Dũng				Dũng	L	
08/08/25 - 14:47	FP - Beatvn	Tuấn Dũng	cap mh full lại cả 2 nguồn nhé e, a thấy e dùng cả title thanh niên đó				Dũng	L	
08/08/25 - 14:47	FP - Beatvn	Vu	Vang ạ				Dũng	L	
08/08/25 - 14:47	FP - Beatvn	Nhat Anh Vu		"530312753_616156511214066_6157646307028349918_n.png 526486022_1966057290876755_3489525507441090673_n.png 526767596_733527082895468_7358663695623194409_n.png 526770230_1572060147106952_1012823504565761442_n.png"			Dũng		
08/08/25 - 15:25	FP - Beatvn	Vu			530378796_24339939115664317_1002197031749639300_n.mp4		Dũng		
08/08/25 - 15:25	FP - Beatvn	Nhat Anh Vu	Kiếm tiền gặp đúng ngay quả thượng đế kiếm chuyện    Công nhận bác tài giỏi kiềm chế thật!    Video: minhlongmoto #Beatvn				Dũng		
08/08/25 - 15:25	FP - Beatvn	Nguyễn Việt Long	CÓ THỂ LÀ GÁY VANG TRỜI: ĐỘT KÍCH TRƯỜNG GÀ, BẮT QUẢ TANG 51 KÊ THỦ VÀ HƠN 200 TRIỆU ĐỒNG    Xới gà vừa mới mở ra. Gà Tây lẫn với gà ta rộn ràng!  Lẫn với gà Tây và gà ta, là gương mặt ngơ ngác của 51 kê thủ đang say sưa sát phạt, về bờ, ăn thua kèn cựa nhau bằng hình thức đá gà vừa bị bắt giữ vào ngày 8/8.  Qua nghiệp vụ và công tác điều tra, các đơn vị chức năng bắt được tại căn nhà thuộc ấp Gò Dồ, Bình Hiệp, Tây Ninh do Trần Anh Minh xuất hiện rất nhiều đối tượng lạ mặt. Mỗi ngày, lực lượng chức năng ghi nhận hàng chục chiếc xe gắn máy tiếp cận nhà Minh, trong đó có cả ô tô  Không để các kê thủ phải thất vọng, trưa ngày 7/8, lực lượng chức năng bất ngờ "úp lồng" nhà của Minh, lùa được hàng chục con bạc đang vây quanh các con gà. Dù ném tang vật và tìm cách tẩu thoát, nhưng các đối tượng vẫn bị gom gọn gàng lại như lùa gà về chuồng.  Hiện cơ quan chức năng đang phân loại vai trò, xác định kẻ cầm đầu và đường dây ăn chia, trước khi xử lý theo pháp luật.  Nguồn: Znews  #Beatvn				Dũng		
08/08/25 - 15:25	FP - Beatvn	Nguyễn Hoàng Long		"526670788_1120034270188946_2085089420828288357_n.png 526073389_1258753595334266_238638489857868775_n.png 528303663_805783912111460_4605708983456158589_n.png 529425738_2055855674939422_7330045703049157041_n.png"			Dũng		
08/08/25 - 15:25	FP - Beatvn	Nguyễn Việt Long		"526170321_638301912632351_1610564104549707797_n.png 527764165_1473288607428854_7288409137814654441_n.png 526440027_728934229943505_8694797521324299582_n.png 528331941_1417446492877984_3229916190957662821_n.png"			Dũng		
08/08/25 - 15:25	FP - Beatvn	Đoàn Việt (2000đ)	đừng cap như này =)) qua a cũng định lên				Dũng		
08/08/25 - 15:25	FP - Beatvn	Đoàn Quốc Việt	e cap kiểu: Xem đi xem lại vẫn chưa hiểu lái xe mắc lỗi gì với thượng đế này luôn =))				Dũng	L	
08/08/25 - 15:25	FP - Beatvn	Vu	vâng aaj				Dũng		
08/08/25 - 15:25	FP - Beatvn	Nhat Anh Vu	@Tuấn Dũng a ơi a check giúp e xem vid trên có sao ko a nhes				Dũng		
08/08/25 - 15:25	FP - Beatvn	Tuấn Dũng	mute vinasun, vinfast và vượng vin đi nhé e				Dũng	L	
08/08/25 - 15:25	FP - Beatvn	Nhat Anh Vu	vang ạ				Dũng		
08/08/25 - 16:19	FP - Beatvn	Vu			530377002_24130149076644394_3543751070882007727_n.mp4		Dũng	L	
08/08/25 - 16:19	FP - Beatvn	Nhat Anh Vu	E mute rui a check lại giúp e nhé @Tuấn Dũng				Dũng		
08/08/25 - 16:19	FP - Beatvn	Nguyễn Hoàng Long	VẬY RA GIỚI HẠN LÀ 6 :ĐỘT QUỴ SAU KHI ĂN 7 TRÁI SẦU RIÊNG MỘT NGÀY				Dũng		
08/08/25 - 16:19	FP - Beatvn	Nguyễn Việt Long	Mohd Shah Rosli, hay còn gọi là Dino là một chàng ca sĩ người Malaysia luôn cháy hết mình để truyền cảm hứng qua âm nhạc.  Ngoài đam mê với ca hát, nam ca sĩ còn có một tình yêu nồng cháy với sầu riêng. Mùa sầu riêng cứ đến là anh chén, không kiêng nể.  Nhưng lần này, để chứng minh tình yêu bất diệt với loại quả gai góc này, Dino đã một mình hạ gục 7 trái sầu riêng chỉ trong 24 giờ. Sau đó thì anh không nhớ gì cả vì anh đã bất tỉnh.  Hiện tình trạng của nam ca sĩ đã cải thiện rõ rệt. Anh cũng đã tự nhận thức rằng không nên cháy hết mình vì đam mê như anh. Anh sẽ chú ý hơn đến chế độ ăn và tiếp tục uống thuốc theo chỉ định của bác sĩ.  Nguồn: Znews  #Beatvn	528381998_1457084235544356_4379478661631209157_n.png			Dũng		
08/08/25 - 16:19	FP - Beatvn	Nguyễn Hoàng Long				https://lifestyle.znews.vn/dot-quy-sau-khi-an-7-trai-sau-rieng-trong-mot-ngay-post1575285.html	Dũng		
08/08/25 - 16:19	FP - Beatvn	Nguyễn Việt Long		"527277488_736811395907541_3859790164743690103_n.png 528809932_845298828167666_2846725180540962219_n.png 528557641_4193971714212469_705662971120567068_n.png 529923941_1478218930290575_235061370673828652_n.png"			Dũng		
08/08/25 - 16:19	FP - Beatvn	Nguyễn Hoàng Long	CHIẾN SĨ CÔNG AN BỊ SUY THẬN VỚI ĐAM MÊ BÁN ĐŨA GIÚP ĐỠ NGƯỜI CÙNG HOÀN CẢNH   Khi phát hiện mình mắc suy thận, Giàng A Thắng - chàng công an trẻ ở Điện Biên gần như gục ngã. Gia đình anh cũng rơi vào khủng hoảng, mọi hy vọng của cha mẹ đặt vào người con trai bỗng trở nên mong manh.  Chọn cách đối diện thay vì bỏ cuộc, Thắng chuyển đến sống cùng các bệnh nhân ở xóm chạy thận. Ở đó, anh nhìn thấy những con người dù phải chống nạng, không đủ tiền thuốc vẫn kiên cường sống. Và anh tự nhủ: Mình còn trẻ, còn đồng đội và gia đình bên cạnh, thì phải là chỗ dựa cho các bác.  Từ suy nghĩ ấy, “Bó đũa yêu thương” ra đời. Mỗi tháng, Thắng cùng mọi người làm và bán từ 6.000 đến 7.000 đôi đũa tre thủ công. Doanh thu giúp các bệnh nhân trang trải chi phí điều trị, đồng thời nuôi dưỡng niềm tin rằng họ vẫn có thể lao động và sống có ích.  Có những lúc mải làm, “Em quên cả lịch chạy thận của mình, để các bác trong xóm phải nhắc” - Thắng chia sẻ. Bởi niềm vui được thấy từng bó đũa rời xóm, mang theo yêu thương gửi đến khắp nơi, lớn hơn mọi nỗi mệt mỏi.   Chương trình Việc tử tế tháng 8 với chủ đề "Món quà hy vọng" được phát sóng vào lúc 20h10 ngày 10/8/2025 trên kênh VTV1 và ứng dụng VTVGo.	"519247801_1094921665933540_4218782312001389457_n.jpg 526932612_1389261968848666_3393298617689900328_n.jpg 529584871_1515095616519897_8098068529807574066_n.jpg 527633641_4139766106282011_3603107214209104398_n.jpg 528817300_1110390764322486_7369716145672536724_n.jpg 528833485_748631821236298_8989437024797367328_n.jpg 525399470_611276685380824_9160731703403536067_n.jpg 525408071_575456468966673_5418026006856883936_n.jpg"			Dũng	L	
